"","id","day","airline","destination","dest_region","dest_size","boarding_area","dept_time","wait_min","cleanliness","safety","satisfaction"
"487",551,"Thursday","EMIRATES","DUBAI","Middle East","Hub","Gates 1-12","2018-12-31",225,"Somewhat clean","Very safe","Somewhat satsified"
"488",1770,"Thursday","AMERICAN","CHICAGO-O'HARE","Midwest US","Hub","Gates 50-59","2018-12-31",85,"Clean","Very safe","Somewhat satsified"
"489",2874,"Friday","EVA AIR","TAIPEI","Asia","Hub","Gates 91-102","2018-12-31",99.9999999999999,"Somewhat clean","Somewhat safe","Neutral"
"490",2020,"Friday","BRITISH AIRWAYS","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",105,"Somewhat clean","Neutral","Neutral"
"491",2021,"Friday","BRITISH AIRWAYS","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",160,"Average","Neutral","Neutral"
"492",2172,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-12-31",153,"Clean","Somewhat safe","Somewhat satsified"
"493",1903,"Monday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",535,"Average","Somewhat safe",NA
"494",2023,"Friday","BRITISH AIRWAYS","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",190,"Somewhat clean","Somewhat safe","Neutral"
"495",2139,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-12-31",153,"Clean","Neutral","Somewhat satsified"
"496",3106,"Sunday","ALASKA","NEWARK","East US","Hub","Gates 50-59","2018-12-31",99.9999999999998,"Average","Neutral","Neutral"
"497",1404,"Tuesday","UNITED INTL","PARIS-DE GAULLE","Europe","Hub","Gates 91-102","2018-12-31",180,NA,"Very safe",NA
"498",2377,"Wednesday","UNITED","AUSTIN","Midwest US","Medium","Gates 70-90","2018-12-31",250,"Average","Neutral","Somewhat satsified"
"499",3138,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",315,"Average","Neutral","Neutral"
"500",773,"Thursday","UNITED INTL","SAN JOSE DEL CABO","Canada/Mexico","Small","Gates 91-102","2018-12-31",240,"Somewhat clean","Very safe","Somewhat satsified"
"501",1545,"Thursday","DELTA","NEW YORK-JFK","East US","Hub","Gates 40-48","2018-12-31",405,"Average","Neutral","Neutral"
"502",2892,"Sunday","WOW","REYKJAVIK","Europe","Small","Gates 1-12","2018-12-31",175,"Somewhat clean","Very safe","Somewhat unsatisfied"
"503",2721,"Friday","UNITED","KAHULUI","West US","Small","Gates 60-69","2018-12-31",90,"Somewhat clean","Somewhat safe",NA
"504",819,"Sunday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",80,"Somewhat clean","Neutral","Neutral"
"505",3272,"Tuesday","UNITED","LAS VEGAS","West US","Hub","Gates 70-90","2018-12-31",130,"Average","Somewhat safe","Neutral"
"506",841,"Sunday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",95.0000000000001,"Average","Neutral","Neutral"
"507",253,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",160,"Average","Somewhat safe","Neutral"
"508",266,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",175,"Average","Neutral","Neutral"
"509",2272,"Saturday","UNITED","BAKERSFIELD","West US","Small","Gates 70-90","2018-12-31",88,"Somewhat clean","Very safe","Somewhat satsified"
"510",1196,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",145,"Somewhat dirty","Neutral","Somewhat unsatisfied"
"511",2363,"Wednesday","UNITED","AUSTIN","Midwest US","Medium","Gates 70-90","2018-12-31",90,"Average","Very safe","Neutral"
"512",3181,"Thursday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",150,"Somewhat clean","Very safe","Neutral"
"513",2918,"Thursday","DELTA","SEATTLE","West US","Hub","Gates 40-48","2018-12-31",90,"Somewhat clean","Neutral","Somewhat satsified"
"514",11,"Tuesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",200,"Somewhat dirty","Somewhat safe","Neutral"
"515",904,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",120,"Average","Neutral","Neutral"
"516",2937,"Tuesday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",225,"Average","Somewhat safe","Neutral"
"517",3143,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",74.9999999999999,"Somewhat clean","Very safe","Somewhat satsified"
"518",1167,"Thursday","DELTA","NEW YORK-JFK","East US","Hub","Gates 40-48","2018-12-31",100,"Clean","Neutral","Neutral"
"519",302,"Thursday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",122,"Somewhat clean","Very safe","Neutral"
"520",1607,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",200,"Somewhat clean","Very safe","Neutral"
"521",1758,"Monday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",NA,NA,"Somewhat safe",NA
"522",1740,"Monday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",105,"Somewhat dirty","Neutral","Neutral"
"523",265,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",415,"Average","Neutral","Neutral"
"524",911,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",NA,"Average","Somewhat safe","Neutral"
"525",3158,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",45,"Average","Somewhat safe","Neutral"
"526",1241,"Thursday","CHINA EASTERN","SHANGHAI","Asia","Hub","Gates 1-12","2018-12-31",180,"Somewhat clean","Neutral","Neutral"
"527",1562,"Wednesday","DELTA","ATLANTA","East US","Hub","Gates 40-48","2018-12-31",105,"Clean","Neutral","Neutral"
"528",2375,"Wednesday","UNITED","AUSTIN","Midwest US","Medium","Gates 70-90","2018-12-31",90,"Average","Neutral","Neutral"
"529",3023,"Tuesday","UNITED","PORTLAND","West US","Medium","Gates 70-90","2018-12-31",180,"Average","Neutral","Neutral"
"530",3032,"Tuesday","UNITED","PORTLAND","West US","Medium","Gates 70-90","2018-12-31",95.0000000000001,"Average","Somewhat safe","Neutral"
"531",1183,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",85,"Average","Very safe","Neutral"
"532",2354,"Wednesday","UNITED","AUSTIN","Midwest US","Medium","Gates 70-90","2018-12-31",NA,NA,"Very safe","Neutral"
"533",2751,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",210,"Somewhat clean","Somewhat safe","Neutral"
"534",3232,"Wednesday","AMERICAN","PHOENIX","West US","Hub","Gates 50-59","2018-12-31",125,"Somewhat clean","Neutral","Neutral"
"535",1287,"Thursday","JETBLUE","NEW YORK-JFK","East US","Hub","Gates 1-12","2018-12-31",216,"Average","Neutral",NA
"536",852,"Tuesday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",154,"Somewhat clean","Somewhat safe","Somewhat satsified"
"537",3180,"Thursday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",90,"Clean","Somewhat safe","Somewhat satsified"
"538",2501,"Friday","ALASKA","SALT LAKE CITY","West US","Medium","Gates 1-12","2018-12-31",120,"Somewhat clean","Neutral","Somewhat satsified"
"539",3277,"Wednesday","SOUTHWEST","DENVER","West US","Hub","Gates 20-39","2018-12-31",95,"Somewhat clean","Very safe","Somewhat satsified"
"540",556,"Thursday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",90,"Somewhat clean","Neutral","Somewhat satsified"
"541",810,"Sunday","ALASKA","BALTIMORE","East US","Medium","Gates 50-59","2018-12-31",170,"Clean","Somewhat safe","Neutral"
"542",481,"Sunday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",193,"Average","Very safe","Somewhat satsified"
"543",350,"Friday","ALASKA","NEWARK","East US","Hub","Gates 50-59","2018-12-31",95.0000000000001,"Average","Neutral","Neutral"
"544",1789,"Saturday","UNITED","RALEIGH-DURHAM","East US","Medium","Gates 70-90","2018-12-31",75,"Somewhat clean","Very safe","Neutral"
"545",1256,"Thursday","UNITED INTL","TOKYO-NARITA","Asia","Hub","Gates 91-102","2018-12-31",150,"Average",NA,"Somewhat satsified"
"546",2763,"Wednesday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",470,"Somewhat clean","Very safe","Neutral"
"547",1442,"Saturday","UNITED","PORTLAND","West US","Medium","Gates 70-90","2018-12-31",340,"Average","Very safe","Neutral"
"548",1229,"Thursday","ANA ALL NIPPON","TOKYO-NARITA","Asia","Hub","Gates 91-102","2018-12-31",150,"Average","Somewhat safe","Neutral"
"549",969,"Friday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",235,"Somewhat clean","Somewhat safe","Neutral"
"550",1025,"Friday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",155,"Somewhat clean","Somewhat safe","Neutral"
"551",1926,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","EU","Hub","Gates 1-12","2018-12-31",110,"Average","Somewhat safe","Somewhat satsified"
"552",2093,"Thursday","AMERICAN","PHILADELPHIA","East US","Large","Gates 50-59","2018-12-31",87,"Somewhat clean","Very safe","Somewhat satsified"
"553",2812,"Thursday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",115,"Average","Somewhat safe","Somewhat unsatisfied"
"554",334,"Wednesday","SOUTHWEST","PHOENIX","West US","Hub","Gates 20-39","2018-12-31",200,"Somewhat clean","Somewhat safe","Neutral"
"555",343,"Friday","ALASKA","SAN DIEGO","West US","Medium","Gates 50-59","2018-12-31",156,"Somewhat clean","Neutral","Somewhat satsified"
"556",196,"Wednesday","AMERICAN","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",100,"Average","Neutral","Neutral"
"557",337,"Wednesday","SOUTHWEST","PHOENIX","West US","Hub","Gates 20-39","2018-12-31",150,"Average","Somewhat safe","Neutral"
"558",2682,"Friday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",105,"Somewhat clean","Somewhat safe","Neutral"
"559",1799,"Sunday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",265,"Somewhat clean","Neutral","Somewhat satsified"
"560",1951,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",175,"Clean","Very safe","Neutral"
"561",1673,"Saturday","EMIRATES","DUBAI","Middle East","Hub","Gates 1-12","2018-12-31",165,"Average","Somewhat safe","Neutral"
"562",1813,"Monday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",155,"Average","Very safe","Neutral"
"563",1929,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",185,"Average","Somewhat safe","Neutral"
"564",1736,"Monday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",210,"Somewhat clean","Neutral","Neutral"
"565",2282,"Wednesday","WOW","REYKJAVIK","Europe","Small","Gates 91-102","2018-12-31",155,"Somewhat clean","Somewhat safe","Somewhat satsified"
"566",2788,"Sunday","WOW","REYKJAVIK","Europe","Small","Gates 1-12","2018-12-31",175,"Somewhat clean","Somewhat safe","Neutral"
"567",2941,"Friday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",195,"Somewhat clean","Somewhat safe","Neutral"
"568",1653,"Saturday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",255,"Clean","Somewhat safe","Somewhat unsatisfied"
"569",2186,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",225,"Somewhat clean","Very safe","Neutral"
"570",1719,"Sunday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",510,"Average","Somewhat safe","Neutral"
"571",1440,"Saturday","UNITED","PORTLAND","West US","Medium","Gates 70-90","2018-12-31",220,"Somewhat clean","Very safe","Neutral"
"572",1343,"Tuesday","UNITED INTL","KANSAI","Asia","Hub","Gates 91-102","2018-12-31",125,"Average","Somewhat unsafe","Neutral"
"573",874,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",100,"Clean","Very safe","Somewhat satsified"
"574",3144,"Tuesday","UNITED","SAN DIEGO","West US","Medium","Gates 60-69","2018-12-31",74.9999999999999,"Somewhat clean","Somewhat safe","Neutral"
"575",1313,"Thursday","JETBLUE","NEW YORK-JFK","East US","Hub","Gates 1-12","2018-12-31",96,"Somewhat clean","Somewhat safe","Somewhat satsified"
"576",2530,"Saturday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",NA,"Somewhat dirty","Neutral","Neutral"
"577",2699,"Tuesday","SOUTHWEST","DENVER","West US","Hub","Gates 20-39","2018-12-31",170,"Average","Neutral","Somewhat satsified"
"578",545,"Thursday","EMIRATES","DUBAI","Middle East","Hub","Gates 1-12","2018-12-31",165,"Average","Very safe","Somewhat satsified"
"579",1785,"Saturday","UNITED","RALEIGH-DURHAM","East US","Medium","Gates 70-90","2018-12-31",130,"Average","Neutral","Neutral"
"580",2896,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",155,"Average","Somewhat safe","Neutral"
"581",2323,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",225,"Somewhat clean","Neutral",NA
"582",826,"Sunday","ALASKA","NASHVILLE","Midwest US","Medium","Gates 50-59","2018-12-31",126,"Somewhat clean","Very safe","Somewhat satsified"
"583",694,"Thursday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",185,"Average","Somewhat safe",NA
"584",660,"Friday","UNITED INTL","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",265,"Somewhat clean","Somewhat safe",NA
"585",822,"Sunday","ALASKA","NASHVILLE","Midwest US","Medium","Gates 50-59","2018-12-31",156,"Somewhat clean","Very safe","Neutral"
"586",1234,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",NA,"Somewhat clean","Somewhat safe","Somewhat satsified"
"587",982,"Friday","LUFTHANSA","MUNICH","Europe"," Hub","Gates 91-102","2018-12-31",340,"Average","Very safe","Neutral"
"588",1515,"Wednesday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",45,"Clean","Very safe","Somewhat satsified"
"589",3097,"Tuesday","UNITED","SPOKANE","West US","Small","Gates 70-90","2018-12-31",604,"Clean","Very safe","Very satisfied"
"590",2462,"Friday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",139,NA,"Somewhat safe","Neutral"
"591",1538,"Thursday","DELTA","NEW YORK-JFK","East US","Hub","Gates 40-48","2018-12-31",120,"Average","Neutral","Neutral"
"592",2330,"Tuesday","DELTA","MINNEAPOLIS-ST. PAUL","Midwest US","Hub","Gates 40-48","2018-12-31",125,"Somewhat clean","Very safe","Somewhat satsified"
"593",2297,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",405,"Somewhat clean","Somewhat safe","Somewhat unsatisfied"
"594",2005,"Friday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",155,"Clean","Somewhat safe","Neutral"
"595",1459,"Saturday","UNITED","PORTLAND","West US","Medium","Gates 70-90","2018-12-31",84.9999999999999,"Clean","Neutral","Very satisfied"
"596",1318,"Tuesday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",140,"Clean","Neutral","Somewhat satsified"
"597",3178,"Thursday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",60,NA,"Somewhat unsafe","Somewhat satsified"
"598",320,"Wednesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",140,NA,"Somewhat safe","Neutral"
"599",605,"Thursday","ALASKA","WASHINGTON DC-DULLES","East US","Medium","Gates 50-59","2018-12-31",85,"Somewhat clean","Neutral","Somewhat satsified"
"600",1590,"Wednesday","UNITED INTL","HONG KONG","Asia","Hub","Gates 91-102","2018-12-31",180,"Average","Somewhat safe","Neutral"
"601",292,"Wednesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",190,"Average","Neutral","Somewhat satsified"
"602",1635,"Thursday","KOREAN AIR","SEOUL","Asia","Hub","Gates 1-12","2018-12-31",210,"Somewhat dirty","Somewhat safe","Neutral"
"603",2820,"Thursday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",70.0000000000001,"Average","Somewhat safe","Neutral"
"604",2068,"Thursday","AMERICAN","PHILADELPHIA","East US","Large","Gates 50-59","2018-12-31",117,"Somewhat clean","Neutral",NA
"605",2387,"Wednesday","UNITED INTL","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",135,"Somewhat clean","Neutral","Neutral"
"606",3121,"Sunday","ALASKA","NEWARK","East US","Hub","Gates 50-59","2018-12-31",125,"Clean","Very safe","Neutral"
"607",1032,"Friday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",94.9999999999998,"Somewhat clean","Very safe","Neutral"
"608",2255,"Wednesday","UNITED","LOS ANGELES","West US","Hub","Gates 60-69","2018-12-31",245,"Average","Neutral","Neutral"
"609",555,"Thursday","EMIRATES","DUBAI","Middle East","Hub","Gates 1-12","2018-12-31",225,"Somewhat clean","Very safe","Somewhat satsified"
"610",718,"Wednesday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",185,"Somewhat clean","Very safe","Somewhat satsified"
"611",2748,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",150,"Somewhat clean","Very safe","Somewhat satsified"
"612",264,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",265,"Average","Somewhat safe","Somewhat unsatisfied"
"613",2317,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",315,"Average","Very safe","Neutral"
"614",2076,"Friday","JETBLUE","LONG BEACH","West US","Small","Gates 1-12","2018-12-31",59.0000000000001,"Somewhat clean","Somewhat safe","Somewhat satsified"
"615",2177,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-12-31",183,NA,"Very safe",NA
"616",3076,"Sunday","PHILIPPINE AIRLINES","MANILA","Asia","Medium","Gates 1-12","2018-01-01",290,NA,"Neutral","Somewhat unsatisfied"
"617",827,"Sunday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",165,"Clean","Very safe","Neutral"
"618",1980,"Friday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",245,"Clean","Very safe","Somewhat satsified"
"619",432,"Sunday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",215,"Somewhat clean","Neutral","Somewhat satsified"
"620",2318,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",225,"Somewhat clean","Somewhat safe","Neutral"
"621",3256,"Tuesday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",150,"Somewhat clean","Somewhat safe","Somewhat satsified"
"622",1571,"Wednesday","DELTA","DETROIT","Midwest US","Large","Gates 40-48","2018-12-31",155,"Somewhat clean","Very safe","Neutral"
"623",3268,"Tuesday","UNITED","LAS VEGAS","West US","Hub","Gates 70-90","2018-12-31",130,"Average","Somewhat safe","Neutral"
"624",2636,"Tuesday","JETBLUE","NEW YORK-JFK","East US","Hub","Gates 1-12","2018-12-31",170,"Somewhat clean","Neutral","Neutral"
"625",2327,"Tuesday","DELTA","MINNEAPOLIS-ST. PAUL","Midwest US","Hub","Gates 40-48","2018-12-31",95.0000000000001,"Average","Neutral","Neutral"
"626",1164,"Tuesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",115,"Average","Somewhat safe",NA
"627",2950,"Tuesday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",115,"Average","Somewhat safe","Neutral"
"628",1670,"Saturday","EMIRATES","DUBAI","Middle East","Hub","Gates 1-12","2018-12-31",165,"Somewhat clean","Neutral","Neutral"
"629",700,"Thursday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",215,"Somewhat clean","Very safe","Neutral"
"630",1369,"Tuesday","UNITED INTL","KANSAI","Asia","Hub","Gates 91-102","2018-12-31",230,"Average","Somewhat safe","Neutral"
"631",2264,"Wednesday","UNITED","LOS ANGELES","West US","Hub","Gates 60-69","2018-12-31",125,"Average","Somewhat safe","Very satisfied"
"632",2205,"Thursday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",365,"Clean","Very safe","Somewhat satsified"
"633",1383,"Tuesday","UNITED INTL","SHANGHAI","Asia","Hub","Gates 91-102","2018-12-31",145,"Average","Very safe","Neutral"
"634",2762,"Thursday","DELTA","ATLANTA","East US","Hub","Gates 40-48","2018-12-31",270,NA,"Somewhat safe",NA
"635",1034,"Friday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",125,NA,"Somewhat safe","Neutral"
"636",1156,"Tuesday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",59.9999999999999,"Somewhat clean","Somewhat safe","Neutral"
"637",1336,"Tuesday","UNITED INTL","KANSAI","Asia","Hub","Gates 91-102","2018-12-31",115,"Average",NA,"Somewhat satsified"
"638",2522,"Friday","ALASKA","SALT LAKE CITY","West US","Medium","Gates 1-12","2018-12-31",390,"Clean","Somewhat safe","Somewhat satsified"
"639",1814,"Sunday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",115,"Somewhat clean",NA,"Somewhat satsified"
"640",3263,"Tuesday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",286,"Somewhat clean","Neutral","Neutral"
"641",1288,"Tuesday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",380,"Somewhat clean","Very safe","Somewhat satsified"
"642",3214,"Tuesday","UNITED","SANTA BARBARA","West US","Small","Gates 70-90","2018-12-31",75.0000000000001,"Somewhat clean","Somewhat safe","Neutral"
"643",1614,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",125,"Somewhat clean","Neutral","Somewhat satsified"
"644",2471,"Friday","ALASKA","SALT LAKE CITY","West US","Medium","Gates 1-12","2018-12-31",105,"Somewhat clean","Neutral","Somewhat satsified"
"645",2308,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",270,"Somewhat clean","Neutral","Neutral"
"646",2544,"Tuesday","JETBLUE","LONG BEACH","West US","Small","Gates 1-12","2018-12-31",75,"Somewhat clean","Neutral","Neutral"
"647",2561,"Tuesday","JETBLUE","LONG BEACH","West US","Small","Gates 1-12","2018-12-31",95,"Somewhat clean","Somewhat safe","Neutral"
"648",669,"Thursday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",105,"Average","Somewhat safe","Somewhat satsified"
"649",3086,"Sunday","COPA","PANAMA CITY","Central/South America","Medium","Gates 1-12","2018-12-31",128,"Somewhat clean","Very safe","Somewhat satsified"
"650",2987,"Wednesday","AMERICAN","CHARLOTTE","East US","Hub","Gates 50-59","2018-12-31",120,"Somewhat clean","Somewhat safe","Neutral"
"651",3124,"Sunday","COPA","PANAMA CITY","Central/South America","Medium","Gates 1-12","2018-12-31",143,"Somewhat clean","Neutral","Somewhat satsified"
"652",1263,"Thursday","UNITED INTL","TOKYO-NARITA","Asia","Hub","Gates 91-102","2018-12-31",210,"Average","Neutral","Neutral"
"653",2928,"Friday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",315,"Somewhat clean","Neutral","Somewhat satsified"
"654",3129,"Sunday","ALASKA","NEWARK","East US","Hub","Gates 50-59","2018-12-31",125,"Somewhat clean","Somewhat safe","Neutral"
"655",1773,"Thursday","AMERICAN","CHICAGO-O'HARE","Midwest US","Hub","Gates 50-59","2018-12-31",115,"Average","Neutral",NA
"656",682,"Thursday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",125,"Somewhat clean","Somewhat safe","Neutral"
"657",491,"Sunday","UNITED","DENVER","West US","Hub","Gates 70-90","2018-12-31",246,"Average","Very safe","Somewhat satsified"
"658",857,"Tuesday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",154,"Clean","Somewhat safe","Somewhat satsified"
"659",1738,"Monday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",220,"Average","Neutral","Neutral"
"660",1698,"Sunday","ALASKA","SANTA ANA","West US","Medium","Gates 50-59","2018-12-31",192,NA,NA,NA
"661",520,"Thursday","ALASKA","PUERTO VALLARTA","Canada/Mexico","Small","Gates 50-59","2018-12-31",80,"Average","Neutral","Neutral"
"662",1035,"Friday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",94.9999999999998,"Average","Somewhat safe","Somewhat satsified"
"663",1916,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",245,"Somewhat clean","Somewhat safe","Neutral"
"664",939,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",210,"Somewhat clean","Somewhat safe","Neutral"
"665",1461,"Tuesday","ALASKA","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",340,"Average","Somewhat safe","Neutral"
"666",2908,"Friday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",165,"Average","Neutral","Neutral"
"667",1612,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",230,"Somewhat clean","Neutral","Neutral"
"668",1220,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",85,"Somewhat clean","Neutral","Somewhat satsified"
"669",2472,"Friday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",139,"Somewhat clean","Very safe","Neutral"
"670",284,"Thursday","UNITED","BALTIMORE","East US","Medium","Gates 70-90","2018-12-31",239,NA,"Somewhat safe","Somewhat satsified"
"671",1412,"Saturday","UNITED","KANSAS CITY","Midwest US","Medium","Gates 70-90","2018-12-31",270,"Average","Somewhat safe","Neutral"
"672",3240,"Wednesday","AMERICAN","PHOENIX","West US","Hub","Gates 50-59","2018-12-31",155,"Somewhat clean","Very safe","Neutral"
"673",1897,"Monday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",145,"Somewhat dirty","Neutral","Neutral"
"674",1660,"Saturday","EMIRATES","DUBAI","Middle East","Hub","Gates 1-12","2018-12-31",165,"Average","Neutral","Neutral"
